index_code,名称,trade_year,trade_week,trade_date,total_mv,total_earnings,total_earnings_ttm,total_book_value,pe,pb,pe_ttm
000016.SH,上证50,2021,39,20210930,1931301647.263,151706884.5566436,178206456.20095563,1397919854.0070002,12.730481236281005,1.3815539150739673,10.837439273721685
000016.SH,上证50,2021,40,20211008,1967503637.901,151707132.1063261,178206305.71940345,1397926604.1783729,12.969091239046342,1.4074441619611313,11.040594943923887
000016.SH,上证50,2021,41,20211015,1977682785.4819999,151706435.89886028,178206210.65056103,1397945650.9916058,13.036248421263304,1.4147064902553035,11.097720883364588
000016.SH,上证50,2021,42,20211022,1986086893.2020001,151706897.03354317,178820855.949634,1399241582.7048678,13.091605800643764,1.4194024232489604,11.10657301495858
000016.SH,上证50,2021,43,20211029,1936670172.362,151706803.62467703,175005444.9915217,1423383778.4615288,12.765875531550492,1.3606099786069357,11.066342378408992
000016.SH,上证50,2021,44,20211105,1895385231.29,151707023.01062545,175619963.35324723,1436563859.1734254,12.493721079460167,1.3193880795390276,10.792538587868655
000016.SH,上证50,2021,45,20211112,1901981863.0249999,151706968.49299923,175620186.37773615,1436511441.7818832,12.537208289893222,1.3240283423470236,10.830086804110802
000016.SH,上证50,2021,46,20211119,1905800260.378,151706881.61192298,175620012.27648473,1436398466.841884,12.562385042315832,1.3267907926469453,10.851839922306986
000016.SH,上证50,2021,47,20211126,1889677593.488,151706703.46466056,175619501.98392662,1436410285.0054207,12.456124550410474,1.315555599409307,10.760066918199954
000016.SH,上证50,2021,48,20211203,1915397199.313,151706952.64955223,175619664.65989622,1436372508.351052,12.625638877195213,1.3334961426627872,10.906507554392297
000016.SH,上证50,2021,49,20211210,1979459468.838,151707032.04584226,175619796.08216807,1436412165.864191,13.047908472956312,1.3780581339250177,11.27127757232938
000016.SH,上证50,2021,50,20211217,1938577605.551,151706952.7034774,175619570.15509614,1437648652.5241199,12.778436129688103,1.3484362831957484,11.038505582487023
000016.SH,上证50,2021,51,20211224,1946662815.9520001,151706916.38227254,175619497.56695724,1437656905.8115046,12.831734125072982,1.3540524224402346,11.084548372596325
000016.SH,上证50,2021,52,20211231,1936458201.332,151706906.84833163,175619489.23763773,1437675358.0320616,12.764469604986187,1.3469370470275634,11.0264425078227
000016.SH,上证50,2022,1,20220107,2049062841.89,150550476.1707319,181111221.50345594,1421014119.7337823,13.610470680718795,1.4419721897442361,11.313837016172409
000016.SH,上证50,2022,2,20220114,2000077775.346,150550710.29319417,181634709.6782109,1424710533.8949406,13.285076978055386,1.403848520638149,11.011539473316489
000016.SH,上证50,2022,3,20220121,2042636777.152,150550146.90128258,182198297.06389087,1431977516.4393678,13.567816566073361,1.4264447267517475,11.211064044334702
000016.SH,上证50,2022,4,20220128,1951239089.695,150551124.67655405,182121589.17622265,1431972840.2078333,12.960641070513866,1.362622973639501,10.713936214376877
000016.SH,上证50,2022,6,20220211,2036984054.807,150550426.01628923,182121118.02317482,1431955344.7847486,13.530244375307198,1.4225192581778443,11.184776795340092
000016.SH,上证50,2022,7,20220218,2033235140.554,150550384.9678016,182414309.0035896,1433802333.039564,13.5053466717395,1.418072138468124,11.146248074837096
000016.SH,上证50,2022,8,20220225,1975649708.243,150550911.8665098,182414385.5124861,1433813291.2115078,13.122801341746541,1.3778988661582743,10.83055869027264
000016.SH,上证50,2022,9,20220304,1975118050.783,150550826.07506752,182414036.2840504,1434321220.0712304,13.119277404683043,1.3770402495229854,10.827664860764319
000016.SH,上证50,2022,10,20220311,1890764216.453,150551126.21927452,184019474.75974184,1434748390.811059,12.558950995153248,1.317836791846239,10.274804984209448
000016.SH,上证50,2022,11,20220318,1869551440.417,148451681.63033795,182134423.42890027,1438714714.8334649,12.593669670057372,1.2994594558194992,10.26467926941233
000016.SH,上证50,2022,12,20220325,1847005290.336,153874277.17845035,181920987.7454143,1436495883.05598,12.003340156678687,1.2857713775042003,10.152788379319679
000016.SH,上证50,2022,13,20220401,1909991527.92,182945145.12474748,185089188.69746417,1462041598.0131335,10.440241672538543,1.3063865833336177,10.319303582025848
000016.SH,上证50,2022,14,20220408,1905556847.617,182944813.0671269,185088930.02482533,1462053374.619464,10.41602008643888,1.3033428742729514,10.295358276485873
000016.SH,上证50,2022,15,20220415,1906657851.812,182948446.58945236,185445334.17110455,1463657376.9913666,10.421831326563042,1.30266678649292,10.281508889583531
000016.SH,上证50,2022,16,20220422,1847210107.974,183692416.1420289,185557850.91533235,1467454677.3326406,10.05599548838074,1.2587851171878317,9.954901389846652
000016.SH,上证50,2022,17,20220429,1838537793.43,184056451.0492315,184980801.82678917,1482749820.5233667,9.98898861164191,1.2399514523502357,9.939073543164524
000016.SH,上证50,2022,18,20220506,1791541619.95,184463720.7957863,187415205.20652208,1509249593.5308814,9.712162436175495,1.1870413135303206,9.559211687097703
000016.SH,上证50,2022,19,20220513,1806491875.49,184463509.5732071,187415408.49756774,1509170522.7178829,9.793220782092225,1.1970097800722133,9.63897200327285
000016.SH,上证50,2022,20,20220520,1835410443.138,184463897.74338734,187415318.54171023,1509148240.64248,9.94997105445147,1.216189631812858,9.793278678709074
000016.SH,上证50,2022,21,20220527,1824416546.305,184463337.55302262,187416135.6249641,1509153284.5622153,9.890401911331486,1.2089007557865392,9.734575628833877
000016.SH,上证50,2022,22,20220602,1835286661.276,184464515.61779588,187415425.52338213,1508085076.5698886,9.94926669299721,1.2169649377144725,9.792612620603249
000016.SH,上证50,2022,23,20220610,1896407916.121,184464415.59469062,187415811.18417537,1501501142.212433,10.28061650810653,1.2630079743573683,10.11871892845466
000016.SH,上证50,2022,24,20220617,1921198981.062,184464478.4794919,187414954.20414576,1499263497.6529045,10.41500779390213,1.2814285041086073,10.251044209467366
000016.SH,上证50,2022,25,20220624,1938684654.9390001,184464152.4929782,187415428.1115734,1493859983.497805,10.509817917130528,1.2977686505797272,10.344317298066034
000016.SH,上证50,2022,26,20220701,1969442438.833,178344462.43502307,181850483.5396436,1412114515.5468698,11.042913314735156,1.3946761520755941,10.830009359879758
000016.SH,上证50,2022,27,20220708,1943205219.717,178344187.1547272,181850785.6276418,1411339841.7894711,10.89581472050514,1.3768513877232886,10.685712536298373
000016.SH,上证50,2022,28,20220715,1833829819.986,178343876.48368073,181889467.17511407,1380213649.7690887,10.282549959901784,1.3286564875610394,10.082111122028197
000016.SH,上证50,2022,29,20220722,1847739635.916,178344250.6147784,181925305.83539352,1378515121.5394597,10.360522582290006,1.3403840168634007,10.156583920149291
000016.SH,上证50,2022,30,20220729,1818504839.435,178343662.35822386,181828571.2613956,1379323823.2202234,10.196632812117107,1.318403125373016,10.001205128652355
000016.SH,上证50,2022,31,20220805,1801315068.257,178343977.385149,182013871.85523117,1380138122.7482755,10.100229313417783,1.3051701409928687,9.896581232499226
000016.SH,上证50,2022,32,20220812,1820329174.125,178344494.97313341,182030277.27923125,1380480415.8827662,10.20681448227052,1.3186200638427505,10.000145038139161
000016.SH,上证50,2022,33,20220819,1796060501.424,178344532.5964238,182662168.3005531,1382874751.8493843,10.070734859522208,1.2987875431394222,9.832690141227024
000016.SH,上证50,2022,34,20220826,1816598885.216,178344158.0974861,184488675.4365937,1396579435.915595,10.18591752370725,1.300748699643455,9.846668804559448
000016.SH,上证50,2022,35,20220902,1798273311.988,178344144.3209295,187205802.44996825,1434624798.0155077,10.083164316020463,1.2534798746512128,9.605863111366958
000016.SH,上证50,2022,36,20220909,1832017523.248,178343787.2687181,187205569.39756945,1433495256.1624203,10.272393287732653,1.2780073846581503,9.786127245805037
000016.SH,上证50,2022,37,20220916,1785651031.782,178343992.97011304,187205593.82601303,1433512623.8766253,10.012397962185585,1.2456472318695684,9.538449120497788
000016.SH,上证50,2022,38,20220923,1767483664.931,178344317.79561245,187206062.03124017,1428056534.5127137,9.910512915564741,1.237684658985932,9.441380507411399
000016.SH,上证50,2022,39,20220930,1752394195.614,178343615.96631598,187206064.78604904,1428037161.4825964,9.825942947938081,1.2271348693717847,9.360776840305613
000016.SH,上证50,2022,41,20221014,1734510702.124,178344318.69386014,187206104.2460708,1428072152.548704,9.725629135971541,1.2145819796488506,9.265246499890267
000016.SH,上证50,2022,42,20221021,1683610347.828,178343884.4646557,188205000.4769745,1428741941.2911186,9.440247154433036,1.1783865925476809,8.945619635828844
000016.SH,上证50,2022,43,20221028,1590581623.901,178344686.10094377,188255529.5279831,1432614576.86226,8.91858153262119,1.1102648608984018,8.449056598173225
000016.SH,上证50,2022,44,20221104,1658883014.3,178344028.740624,188137393.0843457,1468552493.3254755,9.301589887893634,1.1296041658977602,8.817401937510052
000016.SH,上证50,2022,45,20221111,1694905854.3370001,178344412.73903164,188137812.8641286,1468564319.6437497,9.503554545424011,1.1541243591892232,9.008852758169596
000016.SH,上证50,2022,46,20221118,1705298331.076,178344280.3501927,188138126.4031658,1468570321.7909284,9.5618335935838,1.1611962367565625,9.064076291594796
000016.SH,上证50,2022,47,20221125,1724782992.674,178343747.91981515,188136966.44590357,1468583046.862246,9.671115543952103,1.1744538358652221,9.1676985403607
000016.SH,上证50,2022,48,20221202,1763250811.9490001,178344039.62283647,188137213.34184697,1468563045.9731212,9.88679417421484,1.2006640210537292,9.37215333760237
000016.SH,上证50,2022,49,20221209,1814758988.5509999,178344281.6665722,188137657.67022976,1468550274.49299,10.17559392200657,1.2357486291557411,9.645910398926802
000016.SH,上证50,2022,50,20221216,1804278307.719,178343853.0678204,188137181.70773292,1465341500.50928,10.116851669863111,1.2313022644154434,9.590227148836044
000016.SH,上证50,2022,51,20221223,1766497951.744,178344311.28147885,188137334.8247999,1465351804.2476873,9.904986254122543,1.2055111589062542,9.389406697979563
000016.SH,上证50,2022,52,20221230,1775222914.499,178344501.5167151,188138366.05415475,1462412199.644846,9.953897649783274,1.2139005096717066,9.435730477153237
000016.SH,上证50,2023,1,20230106,1802625568.912,177291366.31707674,188890066.56484,1416247710.4881027,10.167588001369984,1.2728179933231696,9.543252335575918
000016.SH,上证50,2023,2,20230113,1846073408.19,177291222.44543013,188799895.04126516,1416665088.6433558,10.412661059733049,1.3031120926103004,9.777936623251364
000016.SH,上证50,2023,3,20230120,1865959189.437,177291326.2625756,189277410.4181347,1421278817.1950254,10.524819396259913,1.3128734255813201,9.858330084477013
000016.SH,上证50,2023,5,20230203,1828389730.371,177290896.7029458,188778767.76689172,1421604594.2305117,10.312936334427262,1.2861450629741906,9.685356843883719
000016.SH,上证50,2023,6,20230210,1819445878.095,177291086.01746464,188630729.35570386,1423010341.8570955,10.262478046503531,1.2785893570671718,9.645543355049234
000016.SH,上证50,2023,7,20230217,1804876221.051,177291444.01529303,188382852.8343807,1423279449.1015182,10.180278191514493,1.2681109266282,9.580894406763132
000016.SH,上证50,2023,8,20230224,1821264553.856,177290971.1508017,188448673.0633453,1423264253.3547387,10.272742836446268,1.2796390758519687,9.66451248634581
000016.SH,上证50,2023,9,20230303,1860404809.7910001,177290538.99777818,188449325.4636957,1423239503.727019,10.493536881933192,1.3071621500943318,9.872175478544774
000016.SH,上证50,2023,10,20230310,1783297576.582,177291305.64417154,188445744.69877443,1423412501.3196208,10.058573205846466,1.25283259415576,9.463188353934733
000016.SH,上证50,2023,11,20230317,1798049559.333,175506661.67971477,187178397.03754678,1427057554.6173263,10.244907755206993,1.259969896459542,9.606074139914355
000016.SH,上证50,2023,12,20230324,1800316151.731,175036208.38805908,187167840.8156674,1427012237.3321924,10.285392767076283,1.2615982572768272,9.61872586596778
000016.SH,上证50,2023,13,20230331,1808625081.177,185695920.18439105,187142421.78212878,1448740401.7419875,9.73971361019178,1.248412123388208,9.66443131361526
000016.SH,上证50,2023,14,20230407,1825686911.7220001,184601352.00668335,187089053.66846955,1448908742.728567,9.889889168611845,1.260042718966475,9.758384448067185
000016.SH,上证50,2023,15,20230413,1837313527.557,184253841.76304436,187105723.82489356,1448701224.0784707,9.971642978928152,1.2682487575902535,9.8196543109311
